id,user_message,store_label,memory_category,importance_score,memory_text,rationale,source_file
rc_032,I check the weather every morning before leaving home.,1,useful_recurring_context,3,User checks the weather each morning.,Recurring habit.,recurrent1.csv
tc_193,I'm preparing my taxes for my accountant.,1,temporary_context,2,User is preparing tax documents for an accountant.,Temporary administrative task.,temporary2.csv
sp_090,I usually listen to classical music while studying.,1,stable_preference_goal,4,User prefers classical music while studying.,Stable preference likely useful in future conversations.,preference1.csv
tc_044,I'm dog-sitting until Monday.,1,temporary_context,2,User is dog-sitting until Monday.,Temporary responsibility.,temporary1.csv
dns_078,My grocery bags were heavy.,0,do_not_store,1,,Passing observation.,nostore1.csv
tc_153,I'm studying every night until the licensing exam.,1,temporary_context,2,User is studying nightly until the licensing exam.,Temporary preparation.,temporary2.csv
cc_077,"I can't read small text, so please use large-font materials when possible.",1,critical_constraint,5,User cannot read small text and needs large-font materials when possible.,Accessibility constraint should be remembered.,constraints1.csv
sp_066,I want to publish a novel one day.,1,stable_preference_goal,4,User's goal is to publish a novel.,Stable long-term goal or aspiration.,preference1.csv
tc_065,I'm visiting Boston for a conference.,1,temporary_context,2,User is visiting Boston for a conference.,Temporary travel.,temporary1.csv
dns_152,I needed a nap today.,0,do_not_store,1,,Temporary feeling.,nostore2.csv
tc_188,I'm recovering from a sprained wrist.,1,temporary_context,2,User is recovering from a sprained wrist.,Temporary medical context.,temporary2.csv
cc_167,I need gluten-free medications when applicable.,1,critical_constraint,5,User needs gluten-free medications when applicable.,Medical.,constraints2.csv
cc_040,I have a severe fear of flying and only want train or driving options.,1,critical_constraint,5,User has a severe fear of flying and wants train or driving options.,Travel constraint affects planning.,constraints1.csv
dns_017,I'm waiting in line right now.,0,do_not_store,1,,Current status.,nostore1.csv
sp_128,I want to learn how to sail.,1,stable_preference_goal,4,User's goal is to learn sailing.,Goal.,preference2.csv
rc_055,I meet with my research group every Friday afternoon.,1,useful_recurring_context,3,User meets with their research group every Friday afternoon.,Recurring work commitment.,recurrent1.csv
cc_079,"I get panic attacks in elevators, so please avoid plans that require using one.",1,critical_constraint,5,User gets panic attacks in elevators and wants to avoid elevator-dependent plans.,Mental health constraint affects venue recommendations.,constraints1.csv
dns_054,My neighbor was mowing the lawn.,0,do_not_store,1,,Passing observation.,nostore1.csv
sp_151,I always prefer email over text messages.,1,stable_preference_goal,4,User prefers email communication.,Communication preference.,preference2.csv
dns_127,I watched the sunset.,0,do_not_store,1,,One-time experience.,nostore2.csv
rc_004,I normally go to the gym before work.,1,useful_recurring_context,3,User usually goes to the gym before work.,Recurring routine.,recurrent1.csv
sp_031,I knit to relax.,1,stable_preference_goal,4,User enjoys knitting.,Stable hobby or interest.,preference1.csv
tc_012,I'm meeting a client this afternoon.,1,temporary_context,2,User has a client meeting this afternoon.,One-time meeting.,temporary1.csv
tc_015,I'm traveling for work on Thursday.,1,temporary_context,2,User is traveling for work on Thursday.,Upcoming travel.,temporary1.csv
rc_024,I always pack my lunch the night before work.,1,useful_recurring_context,3,User packs lunch the night before work.,Recurring habit.,recurrent1.csv
rc_189,I usually listen to calming music before sleep.,1,useful_recurring_context,3,User listens to calming music before sleeping.,Recurring bedtime habit.,recurrent2.csv
sp_185,I enjoy making homemade pasta.,1,stable_preference_goal,4,User enjoys making homemade pasta.,Interest.,preference2.csv
cc_108,"I have Crohn's disease, so certain foods make me very sick.",1,critical_constraint,5,User has Crohn's disease affecting food choices.,Medical constraint.,constraints2.csv
dns_027,That was delicious.,0,do_not_store,1,,Reaction to a meal.,nostore1.csv
sp_089,I love staying near the ocean when I travel.,1,stable_preference_goal,4,User prefers staying near the ocean while traveling.,Stable preference likely useful in future conversations.,preference1.csv
rc_039,I have a standing meeting every Monday morning.,1,useful_recurring_context,3,User has a standing meeting every Monday morning.,Recurring work commitment.,recurrent1.csv
sp_179,I love cooking seasonal recipes.,1,stable_preference_goal,4,User enjoys seasonal cooking.,Interest.,preference2.csv
rc_003,I call my parents every Sunday evening.,1,useful_recurring_context,3,User calls their parents every Sunday evening.,Recurring routine.,recurrent1.csv
cc_075,I need captions on videos because I have auditory processing issues.,1,critical_constraint,5,User needs captions on videos due to auditory processing issues.,Accessibility constraint affects media recommendations.,constraints1.csv
dns_119,That was a nice walk.,0,do_not_store,1,,Passing reflection.,nostore2.csv
cc_032,I have kidney disease and need to watch sodium carefully.,1,critical_constraint,5,User has kidney disease and needs to limit sodium.,Medical dietary constraint is critical.,constraints1.csv
sp_107,I love exploring small towns when I travel.,1,stable_preference_goal,4,User enjoys exploring small towns while traveling.,Travel preference.,preference2.csv
tc_155,I'm painting scenery for the school play.,1,temporary_context,2,User is painting scenery for the school play.,Temporary volunteer task.,temporary2.csv
tc_201,I'm updating my website before launching my business.,1,temporary_context,2,User is updating their website before a business launch.,Temporary project.,temporary2.csv
dns_167,The sidewalk was icy.,0,do_not_store,1,,Passing observation.,nostore2.csv
sp_086,Blue is my favorite color.,1,stable_preference_goal,4,User's favorite color is blue.,Stable preference likely useful in future conversations.,preference1.csv
cc_033,I have high blood pressure and need low-sodium food options.,1,critical_constraint,5,User has high blood pressure and needs low-sodium food options.,Medical dietary constraint affects recommendations.,constraints1.csv
rc_146,I check my smoke detector batteries every spring.,1,useful_recurring_context,3,User checks smoke detector batteries every spring.,Recurring maintenance.,recurrent2.csv
cc_027,I have PTSD and need to avoid fireworks or sudden loud noises.,1,critical_constraint,5,User has PTSD and needs to avoid fireworks or sudden loud noises.,Safety/mental health trigger should be remembered.,constraints1.csv
sp_101,I'm happiest when I can work outdoors.,1,stable_preference_goal,4,User prefers working outdoors.,Stable work preference.,preference2.csv
dns_153,The soup cooled off.,0,do_not_store,1,,Resolved observation.,nostore2.csv
dns_163,The hallway is quiet.,0,do_not_store,1,,Temporary observation.,nostore2.csv
tc_133,I'm taking my car in for inspection tomorrow.,1,temporary_context,2,User is taking their car for inspection tomorrow.,Upcoming appointment.,temporary2.csv
dns_164,I forgot my charger at home.,0,do_not_store,1,,Temporary issue.,nostore2.csv
rc_157,I usually print my calendar every Monday.,1,useful_recurring_context,3,User prints calendar every Monday.,Recurring planning.,recurrent2.csv
dns_007,"Wow, that's interesting.",0,do_not_store,1,,Conversation filler.,nostore1.csv
cc_156,I need hypoallergenic hotel bedding.,1,critical_constraint,5,User requires hypoallergenic hotel bedding.,Travel.,constraints2.csv
cc_189,I need food prepared separately to avoid cross-contamination.,1,critical_constraint,5,User needs food prepared separately to avoid cross-contamination.,Food safety.,constraints2.csv
tc_092,I'm covering an overnight shift tomorrow.,1,temporary_context,2,User is covering an overnight shift tomorrow.,Temporary schedule.,temporary1.csv
dns_033,I can't find my keys.,0,do_not_store,1,,Temporary problem.,nostore1.csv
sp_046,I like watching documentaries.,1,stable_preference_goal,4,User enjoys documentaries.,Stable hobby or interest.,preference1.csv
sp_096,I like quiet restaurants.,1,stable_preference_goal,4,User prefers quiet restaurants.,Stable preference likely useful in future conversations.,preference1.csv
dns_155,The dishwasher is running.,0,do_not_store,1,,Current state.,nostore2.csv
dns_046,That test was harder than I expected.,0,do_not_store,1,,Momentary reflection.,nostore1.csv
cc_062,"I have a rescue dog with separation anxiety, so I can't be gone for more than four hours.",1,critical_constraint,5,User cannot be away from home for more than four hours because their rescue dog has separation anxiety.,Hard time constraint affects planning.,constraints1.csv
sp_158,I love rainy days.,1,stable_preference_goal,4,User likes rainy weather.,Preference.,preference2.csv
dns_144,I just mailed the package.,0,do_not_store,1,,Completed action.,nostore2.csv
tc_043,I'm watching the Olympics every evening this week.,1,temporary_context,2,User is watching the Olympics this week.,Temporary interest.,temporary1.csv
sp_168,I prefer mystery TV shows.,1,stable_preference_goal,4,User prefers mystery television shows.,Media preference.,preference2.csv
cc_150,I need nut-free accommodations when traveling.,1,critical_constraint,5,User needs nut-free accommodations.,Safety.,constraints2.csv
dns_140,The soup needed more salt.,0,do_not_store,1,,Momentary opinion.,nostore2.csv
cc_105,I require ASL interpretation for in-person events.,1,critical_constraint,5,User requires ASL interpretation for in-person events.,Accessibility requirement.,constraints2.csv
rc_161,I typically check library due dates every Sunday.,1,useful_recurring_context,3,User checks library due dates every Sunday.,Recurring habit.,recurrent2.csv
dns_084,I just vacuumed the living room.,0,do_not_store,1,,Completed task.,nostore1.csv
sp_051,I'm training for my first marathon.,1,stable_preference_goal,4,User's goal is to complete a marathon.,Stable long-term goal or aspiration.,preference1.csv
rc_094,I usually call my best friend on my commute home.,1,useful_recurring_context,3,User usually calls their best friend during the commute home.,Recurring social habit.,recurrent1.csv
rc_107,I have lunch with my mentor every other Friday.,1,useful_recurring_context,3,User has lunch with their mentor every other Friday.,Recurring commitment.,recurrent2.csv
sp_018,I love homemade pizza nights.,1,stable_preference_goal,4,User enjoys homemade pizza nights.,Stable food or drink preference.,preference1.csv
sp_033,Running is my favorite way to exercise.,1,stable_preference_goal,4,User enjoys running.,Stable hobby or interest.,preference1.csv
cc_089,I need non-slip shoes because I have balance issues.,1,critical_constraint,5,User needs non-slip shoes because of balance issues.,Safety/accessibility constraint affects product recommendations.,constraints1.csv
rc_149,I usually review my passwords every January.,1,useful_recurring_context,3,User reviews passwords every January.,Recurring security habit.,recurrent2.csv
cc_141,I need ergonomic seating because of my back condition.,1,critical_constraint,5,User needs ergonomic seating due to a back condition.,Accessibility.,constraints2.csv
cc_064,My visa doesn't allow me to work more than 20 hours a week.,1,critical_constraint,5,User's visa limits work to 20 hours per week.,Legal/work constraint should be remembered.,constraints1.csv
tc_009,I'm watching my neighbor's dog this week.,1,temporary_context,2,User is watching a neighbor's dog this week.,Temporary responsibility.,temporary1.csv
cc_161,I cannot use perfumes.,1,critical_constraint,5,User cannot use perfumes.,Sensitivity.,constraints2.csv
rc_017,I go for a walk after dinner most days.,1,useful_recurring_context,3,User usually walks after dinner.,Recurring routine.,recurrent1.csv
cc_128,I need hotels with refrigerators to store medication.,1,critical_constraint,5,User needs hotel refrigerators for medication storage.,Medical.,constraints2.csv
dns_034,I finished my homework.,0,do_not_store,1,,Completed task.,nostore1.csv
tc_176,I'm getting my wisdom teeth removed on Friday.,1,temporary_context,2,User has wisdom teeth removal scheduled for Friday.,Upcoming medical procedure.,temporary2.csv
tc_154,I'm visiting my grandparents over spring break.,1,temporary_context,2,User is visiting grandparents over spring break.,Temporary travel.,temporary2.csv
tc_071,I'm celebrating my anniversary tonight.,1,temporary_context,2,User is celebrating an anniversary tonight.,One-time event.,temporary1.csv
cc_073,I am allergic to penicillin.,1,critical_constraint,5,User is allergic to penicillin.,Medication allergy is safety-critical.,constraints1.csv
sp_186,I prefer cozy mystery novels.,1,stable_preference_goal,4,User prefers cozy mystery novels.,Reading preference.,preference2.csv
cc_124,I need low-light environments because bright lights trigger seizures.,1,critical_constraint,5,User needs low-light environments because bright lights trigger seizures.,Medical.,constraints2.csv
cc_176,I cannot use elevators during fire drills because of panic attacks.,1,critical_constraint,5,User has panic attacks during fire drills involving elevators.,Mental health.,constraints2.csv
dns_081,My mailbox was full.,0,do_not_store,1,,Temporary observation.,nostore1.csv
sp_032,I love painting landscapes.,1,stable_preference_goal,4,User enjoys landscape painting.,Stable hobby or interest.,preference1.csv
cc_054,I have vertigo and need to avoid heights.,1,critical_constraint,5,User has vertigo and needs to avoid heights.,Health/safety constraint affects activity suggestions.,constraints1.csv
cc_092,I have a strict bedtime because poor sleep triggers my seizures.,1,critical_constraint,5,User has a strict bedtime because poor sleep triggers seizures.,Medical scheduling constraint should be remembered.,constraints1.csv
cc_118,I need fragrance-free hotel rooms whenever possible.,1,critical_constraint,5,User needs fragrance-free hotel rooms.,Sensitivity.,constraints2.csv
cc_024,"I'm hard of hearing, so loud crowded restaurants are difficult for me.",1,critical_constraint,5,User is hard of hearing and finds loud crowded restaurants difficult.,Accessibility constraint affects restaurant and event choices.,constraints1.csv
cc_096,I can't have artificial sweeteners because they trigger migraines.,1,critical_constraint,5,User cannot have artificial sweeteners because they trigger migraines.,Health trigger affects food recommendations.,constraints1.csv
rc_197,I usually call my grandmother on holidays.,1,useful_recurring_context,3,User calls grandmother on holidays.,Recurring family tradition.,recurrent2.csv
rc_067,I have dance class every Monday.,1,useful_recurring_context,3,User has dance class every Monday.,Recurring activity.,recurrent1.csv
tc_027,I'm studying for finals right now.,1,temporary_context,2,User is studying for finals.,Current short-term activity.,temporary1.csv
tc_181,I'm spending this week training a new puppy.,1,temporary_context,2,User is training a new puppy this week.,Temporary responsibility.,temporary2.csv
tc_143,I'm organizing my wedding seating chart.,1,temporary_context,2,User is organizing a wedding seating chart.,Temporary project.,temporary2.csv
dns_168,I almost missed my stop.,0,do_not_store,1,,Temporary event.,nostore2.csv
cc_061,"I have a newborn at home, so I can't do late-night plans.",1,critical_constraint,5,User has a newborn at home and cannot do late-night plans.,Hard scheduling constraint affects activity suggestions.,constraints1.csv
cc_199,I cannot attend indoor events during flu season.,1,critical_constraint,5,User avoids indoor events during flu season.,Medical.,constraints2.csv
dns_092,I had a strange dream last night.,0,do_not_store,1,,One-off detail.,nostore1.csv
dns_019,I forgot my umbrella.,0,do_not_store,1,,One-time event.,nostore1.csv
dns_202,The cashier gave me exact change.,0,do_not_store,1,,Passing interaction.,nostore2.csv
dns_146,I'm almost finished eating.,0,do_not_store,1,,Current activity.,nostore2.csv
cc_162,I need wheelchair-accessible public transportation.,1,critical_constraint,5,User requires wheelchair-accessible public transportation.,Accessibility.,constraints2.csv
dns_067,I'm cooking dinner right now.,0,do_not_store,1,,Current activity.,nostore1.csv
sp_037,I spend a lot of time woodworking.,1,stable_preference_goal,4,User enjoys woodworking.,Stable hobby or interest.,preference1.csv
dns_161,The apples looked fresh.,0,do_not_store,1,,Passing observation.,nostore2.csv
cc_188,I cannot use standing desks because of my hip replacement.,1,critical_constraint,5,User cannot use standing desks because of a hip replacement.,Physical.,constraints2.csv
dns_109,I just closed the window.,0,do_not_store,1,,Completed action.,nostore2.csv
cc_185,I need accessible parking close to entrances.,1,critical_constraint,5,User requires accessible parking.,Accessibility.,constraints2.csv
rc_035,I reserve Sunday afternoons for meal planning.,1,useful_recurring_context,3,User reserves Sunday afternoons for meal planning.,Recurring routine.,recurrent1.csv
dns_132,The coffee machine was broken.,0,do_not_store,1,,Temporary issue.,nostore2.csv
sp_040,I like solving crossword puzzles.,1,stable_preference_goal,4,User enjoys crossword puzzles.,Stable hobby or interest.,preference1.csv
tc_107,I'm spending this month helping my sister after her surgery.,1,temporary_context,2,User is helping their sister after surgery this month.,Temporary family responsibility.,temporary2.csv
tc_115,I'm packing up my apartment this weekend.,1,temporary_context,2,User is packing their apartment this weekend.,Temporary task.,temporary2.csv
tc_134,I'm waiting for my furniture delivery.,1,temporary_context,2,User is waiting for furniture delivery.,Temporary status.,temporary2.csv
rc_051,I usually answer work emails before 9 a.m.,1,useful_recurring_context,3,User usually answers work emails before 9 a.m.,Recurring work habit.,recurrent1.csv
tc_126,I'm watching my calorie intake until vacation.,1,temporary_context,2,User is temporarily watching calorie intake until vacation.,Temporary health goal.,temporary2.csv
tc_018,I'm painting my living room this weekend.,1,temporary_context,2,User is painting their living room this weekend.,Upcoming project.,temporary1.csv
sp_071,I want to learn machine learning.,1,stable_preference_goal,4,User's goal is to learn machine learning.,Stable long-term goal or aspiration.,preference1.csv
sp_135,I want to earn my private pilot license.,1,stable_preference_goal,4,User's goal is to earn a private pilot license.,Goal.,preference2.csv
sp_116,I enjoy mentoring new coworkers.,1,stable_preference_goal,4,User enjoys mentoring.,Interest.,preference2.csv
tc_130,I'm staying in a cabin for the weekend.,1,temporary_context,2,User is staying in a cabin this weekend.,Temporary travel.,temporary2.csv
dns_118,I forgot to bring a pen.,0,do_not_store,1,,Temporary issue.,nostore2.csv
dns_108,My soup is still too hot.,0,do_not_store,1,,Temporary observation.,nostore2.csv
dns_128,I'm standing outside.,0,do_not_store,1,,Current location.,nostore2.csv
dns_009,"Okay, sounds good.",0,do_not_store,1,,Acknowledgement.,nostore1.csv
tc_076,I'm attending summer school.,1,temporary_context,2,User is attending summer school.,Temporary academic context.,temporary1.csv
rc_139,I usually make soup on Sundays.,1,useful_recurring_context,3,User usually makes soup on Sundays.,Recurring cooking habit.,recurrent2.csv
sp_019,I always order my burgers medium.,1,stable_preference_goal,4,User prefers burgers cooked medium.,Stable food or drink preference.,preference1.csv
sp_065,I'm trying to drink more water.,1,stable_preference_goal,4,User's goal is to drink more water.,Stable long-term goal or aspiration.,preference1.csv
dns_091,I'm almost at the office.,0,do_not_store,1,,Current location.,nostore1.csv
tc_078,I'm babysitting every afternoon this week.,1,temporary_context,2,User is babysitting every afternoon this week.,Temporary commitment.,temporary1.csv
tc_019,I'm interviewing for a job on Tuesday.,1,temporary_context,2,User has a job interview on Tuesday.,One-time event.,temporary1.csv
cc_131,I cannot eat kiwi because it causes an allergic reaction.,1,critical_constraint,5,User has a kiwi allergy.,Food allergy.,constraints2.csv
sp_169,I like minimalist home décor.,1,stable_preference_goal,4,User prefers minimalist home décor.,Preference.,preference2.csv
cc_120,I need to avoid loud concerts because of tinnitus.,1,critical_constraint,5,User should avoid loud concerts because of tinnitus.,Health constraint.,constraints2.csv
dns_184,The cashier recognized me.,0,do_not_store,1,,Passing interaction.,nostore2.csv
rc_177,I usually review recipes before hosting dinner.,1,useful_recurring_context,3,User reviews recipes before hosting dinners.,Recurring cooking habit.,recurrent2.csv
cc_049,"I cannot use credit cards, so I need options that accept cash or debit.",1,critical_constraint,5,User cannot use credit cards and needs options that accept cash or debit.,Payment constraint affects purchasing recommendations.,constraints1.csv
sp_002,Sushi is my favorite meal.,1,stable_preference_goal,4,User's favorite meal is sushi.,Stable food or drink preference.,preference1.csv
sp_068,I'm trying to spend less time on social media.,1,stable_preference_goal,4,User's goal is to reduce social media use.,Stable long-term goal or aspiration.,preference1.csv
dns_137,I needed an extra blanket last night.,0,do_not_store,1,,One-night detail.,nostore2.csv
cc_157,I cannot eat scallops.,1,critical_constraint,5,User cannot eat scallops.,Food constraint.,constraints2.csv
sp_132,I want to improve my photography skills.,1,stable_preference_goal,4,User's goal is to improve photography.,Goal.,preference2.csv
rc_104,I visit my parents every Sunday afternoon.,1,useful_recurring_context,3,User visits parents every Sunday afternoon.,Recurring family routine.,recurrent2.csv
dns_190,I just plugged in my laptop.,0,do_not_store,1,,Completed action.,nostore2.csv
dns_003,I had cereal for breakfast.,0,do_not_store,1,,Single meal detail.,nostore1.csv
dns_008,Thanks!,0,do_not_store,1,,Conversational courtesy.,nostore1.csv
rc_083,I typically call my grandparents every weekend.,1,useful_recurring_context,3,User calls grandparents every weekend.,Recurring family habit.,recurrent1.csv
dns_159,The Wi-Fi is fast today.,0,do_not_store,1,,Temporary observation.,nostore2.csv
cc_088,I can't use scented laundry detergent because it gives me hives.,1,critical_constraint,5,User cannot use scented laundry detergent because it gives them hives.,Allergy/sensitivity affects product recommendations.,constraints1.csv
cc_069,I have to avoid caffeine because of my heart condition.,1,critical_constraint,5,User must avoid caffeine because of a heart condition.,Medical dietary constraint should be remembered.,constraints1.csv
tc_056,I'm preparing Thanksgiving dinner this year.,1,temporary_context,2,User is preparing Thanksgiving dinner this year.,Seasonal temporary task.,temporary1.csv
cc_187,I need low-fragrance office spaces.,1,critical_constraint,5,User needs low-fragrance office spaces.,Sensitivity.,constraints2.csv
rc_043,I normally journal before going to sleep.,1,useful_recurring_context,3,User journals before bed.,Recurring habit.,recurrent1.csv
sp_176,I prefer working with instrumental music.,1,stable_preference_goal,4,User prefers instrumental music while working.,Preference.,preference2.csv
dns_183,I just brushed my teeth.,0,do_not_store,1,,Completed routine.,nostore2.csv
tc_020,I'm borrowing my friend's bike this week.,1,temporary_context,2,User is borrowing a friend's bike this week.,Temporary arrangement.,temporary1.csv
dns_124,That meeting ended early.,0,do_not_store,1,,One-time event.,nostore2.csv
dns_122,The bus was crowded.,0,do_not_store,1,,One-day observation.,nostore2.csv
dns_135,I spilled some water.,0,do_not_store,1,,Minor temporary event.,nostore2.csv
cc_169,I need to avoid chlorine pools.,1,critical_constraint,5,User should avoid chlorinated pools.,Medical.,constraints2.csv
cc_085,I can't use products tested on animals.,1,critical_constraint,5,User cannot use products tested on animals.,Ethical purchasing constraint affects product recommendations.,constraints1.csv
cc_194,I need low-scent laundry detergent.,1,critical_constraint,5,User needs low-scent laundry detergent.,Sensitivity.,constraints2.csv
sp_138,I'm hoping to start a community garden.,1,stable_preference_goal,4,User's goal is to start a community garden.,Goal.,preference2.csv
cc_090,I can't stand for long periods because of chronic pain.,1,critical_constraint,5,User cannot stand for long periods because of chronic pain.,Physical limitation affects event and activity recommendations.,constraints1.csv
sp_045,I really enjoy yoga.,1,stable_preference_goal,4,User enjoys yoga.,Stable hobby or interest.,preference1.csv
tc_047,I'm driving to New York tomorrow.,1,temporary_context,2,User is driving to New York tomorrow.,Upcoming travel.,temporary1.csv
tc_119,I'm finishing my taxes tonight.,1,temporary_context,2,User is finishing taxes tonight.,Temporary administrative task.,temporary2.csv
dns_173,I just finished exercising.,0,do_not_store,1,,Completed activity.,nostore2.csv
rc_091,I usually do yoga on Tuesday mornings.,1,useful_recurring_context,3,User usually does yoga on Tuesday mornings.,Recurring exercise.,recurrent1.csv
rc_114,I always practice coding after dinner.,1,useful_recurring_context,3,User usually practices coding after dinner.,Recurring learning routine.,recurrent2.csv
cc_170,I cannot eat lentils because of an allergy.,1,critical_constraint,5,User has a lentil allergy.,Food.,constraints2.csv
dns_162,I just put away groceries.,0,do_not_store,1,,Completed chore.,nostore2.csv
rc_131,I usually run errands on Tuesday evenings.,1,useful_recurring_context,3,User usually runs errands on Tuesday evenings.,Recurring routine.,recurrent2.csv
rc_025,I bike to work whenever the weather is nice.,1,useful_recurring_context,3,User bikes to work when weather permits.,Recurring transportation pattern.,recurrent1.csv
tc_074,I'm learning this software for a project.,1,temporary_context,2,User is learning software for a current project.,Temporary work context.,temporary1.csv
cc_098,I need private rooms for calls because my work involves confidential information.,1,critical_constraint,5,User needs private rooms for calls because their work involves confidential information.,Confidentiality constraint affects workspace recommendations.,constraints1.csv
cc_052,I have a knee injury and can't do high-impact exercise.,1,critical_constraint,5,User has a knee injury and cannot do high-impact exercise.,Physical constraint affects fitness recommendations.,constraints1.csv
dns_047,I forgot to buy milk.,0,do_not_store,1,,Temporary oversight.,nostore1.csv
rc_014,I check my email first thing every morning.,1,useful_recurring_context,3,User checks email every morning.,Recurring habit.,recurrent1.csv
dns_131,I just finished a crossword.,0,do_not_store,1,,Completed activity.,nostore2.csv
rc_153,I normally refill bird feeders every weekend.,1,useful_recurring_context,3,User refills bird feeders every weekend.,Recurring hobby.,recurrent2.csv
sp_122,I enjoy visiting art galleries.,1,stable_preference_goal,4,User enjoys art galleries.,Interest.,preference2.csv
dns_094,My Wi-Fi disconnected for a minute.,0,do_not_store,1,,Temporary issue.,nostore1.csv
tc_111,I'm rehearsing every evening for next week's concert.,1,temporary_context,2,User is rehearsing every evening for next week's concert.,Temporary preparation.,temporary2.csv
sp_008,I love cooking Indian food at home.,1,stable_preference_goal,4,User enjoys cooking Indian food.,Stable food or drink preference.,preference1.csv
tc_026,I'm waiting for a package to arrive tomorrow.,1,temporary_context,2,User is expecting a package tomorrow.,Temporary context.,temporary1.csv
dns_063,I'm almost done with this chapter.,0,do_not_store,1,,Current activity.,nostore1.csv
dns_011,The traffic was awful this morning.,0,do_not_store,1,,One-time observation.,nostore1.csv
sp_155,I prefer camping to staying in hotels.,1,stable_preference_goal,4,User prefers camping.,Travel preference.,preference2.csv
tc_072,I'm switching phone carriers this week.,1,temporary_context,2,User is switching phone carriers this week.,Temporary task.,temporary1.csv
tc_045,I'm repainting my kitchen this month.,1,temporary_context,2,User is repainting the kitchen this month.,Temporary project.,temporary1.csv
cc_103,I carry an EpiPen because of my fish allergy.,1,critical_constraint,5,User carries an EpiPen due to a fish allergy.,Safety-critical allergy.,constraints2.csv
sp_110,I enjoy cooking elaborate meals on Sundays.,1,stable_preference_goal,4,User enjoys cooking elaborate meals on Sundays.,Recurring hobby.,preference2.csv
dns_083,I saw a funny meme.,0,do_not_store,1,,Passing observation.,nostore1.csv
dns_087,The elevator was slow.,0,do_not_store,1,,One-time observation.,nostore1.csv
rc_021,I usually spend Friday nights with friends.,1,useful_recurring_context,3,User usually spends Friday nights with friends.,Recurring social routine.,recurrent1.csv
dns_133,I took the stairs today.,0,do_not_store,1,,One-day behavior.,nostore2.csv
tc_008,"I'm sick today, so I'm staying home.",1,temporary_context,2,User is sick today.,Temporary health context.,temporary1.csv
rc_033,I have soccer practice every Tuesday and Thursday.,1,useful_recurring_context,3,User has soccer practice every Tuesday and Thursday.,Recurring activity.,recurrent1.csv
rc_180,I always refill the bird bath on weekends.,1,useful_recurring_context,3,User refills the bird bath on weekends.,Recurring gardening habit.,recurrent2.csv
tc_189,I'm helping my brother paint his house this weekend.,1,temporary_context,2,User is helping paint a house this weekend.,Temporary commitment.,temporary2.csv
cc_022,"I use a wheelchair, so I need wheelchair-accessible places.",1,critical_constraint,5,User uses a wheelchair and needs wheelchair-accessible places.,Accessibility constraint is critical for recommendations.,constraints1.csv
dns_120,The store had a big sale today.,0,do_not_store,1,,One-time observation.,nostore2.csv
tc_113,I'm watching my niece after school this week.,1,temporary_context,2,User is watching their niece after school this week.,Temporary commitment.,temporary2.csv
rc_170,I always stretch after my runs.,1,useful_recurring_context,3,User stretches after runs.,Recurring exercise routine.,recurrent2.csv
tc_169,I'm preparing for a family reunion.,1,temporary_context,2,User is preparing for a family reunion.,Temporary event.,temporary2.csv
cc_147,I have severe motion sickness on small boats.,1,critical_constraint,5,User has severe motion sickness on small boats.,Travel.,constraints2.csv
rc_116,I usually review lecture notes every Friday.,1,useful_recurring_context,3,User reviews lecture notes every Friday.,Recurring study habit.,recurrent2.csv
sp_057,I want to visit all the U.S. national parks.,1,stable_preference_goal,4,User's goal is to visit all U.S. national parks.,Stable long-term goal or aspiration.,preference1.csv
rc_054,I normally grocery shop after work on Thursdays.,1,useful_recurring_context,3,User usually grocery shops after work on Thursdays.,Recurring routine.,recurrent1.csv
cc_029,"I have a dog allergy, so pet-friendly hotels can actually be a problem for me.",1,critical_constraint,5,User is allergic to dogs and may need to avoid pet-friendly hotels.,Allergy affects travel and lodging recommendations.,constraints1.csv
rc_101,I usually answer emails after lunch.,1,useful_recurring_context,3,User usually answers emails after lunch.,Recurring work habit.,recurrent2.csv
rc_112,I usually pay rent on the 28th of each month.,1,useful_recurring_context,3,User usually pays rent on the 28th of each month.,Recurring task.,recurrent2.csv
sp_082,I usually wake up early.,1,stable_preference_goal,4,User prefers an early schedule.,Stable preference likely useful in future conversations.,preference1.csv
dns_050,My socks don't match today.,0,do_not_store,1,,Trivial detail.,nostore1.csv
rc_121,I typically go to bed around 10:30.,1,useful_recurring_context,3,User typically goes to bed around 10:30 PM.,Recurring sleep schedule.,recurrent2.csv
dns_117,The parking lot is full.,0,do_not_store,1,,Temporary observation.,nostore2.csv
dns_112,I'm waiting for the elevator.,0,do_not_store,1,,Current activity.,nostore2.csv
rc_176,I typically meet friends for brunch once a month.,1,useful_recurring_context,3,User meets friends for brunch monthly.,Recurring social activity.,recurrent2.csv
dns_186,I opened the blinds.,0,do_not_store,1,,Completed action.,nostore2.csv
cc_051,I can't lift more than 10 pounds because of my back injury.,1,critical_constraint,5,User cannot lift more than 10 pounds due to a back injury.,Physical limitation affects activity and task suggestions.,constraints1.csv
cc_139,I have a severe sunflower seed allergy.,1,critical_constraint,5,User has a severe sunflower seed allergy.,Food allergy.,constraints2.csv
dns_177,The line disappeared quickly.,0,do_not_store,1,,One-time observation.,nostore2.csv
tc_199,I'm taking a break from coffee until this headache goes away.,1,temporary_context,2,User is temporarily avoiding coffee until a headache resolves.,Temporary health context.,temporary2.csv
